"Scientific_name","New","Common_name","Clade","Taxon_ID","Assembly_name","Accession","Genome_size_bps","Annotation_provider","Annotation_method","Annotation","Genome","RNA_Seq"
"Homo sapiens","","Human (HG02818.alt.pat.f1_v2)","Primates","9606","HG02818.alt.pat.f1_v2","GCA_018503575.1","3019578985","Ensembl","Projection from GRCh38","FASTA/GTF/GFF3/TSV","FASTA",""
"Homo sapiens","","Human (HG00741.alt.pat.f1_v2)","Primates","9606","HG00741.alt.pat.f1_v2","GCA_018471105.1","3029878036","Ensembl","Projection from GRCh38","FASTA/GTF/GFF3/TSV","FASTA",""
"Homo sapiens","","Human (HG02622.alt.pat.f1_v2)","Primates","9606","HG02622.alt.pat.f1_v2","GCA_018469925.1","3043426064","Ensembl","Projection from GRCh38","FASTA/GTF/GFF3/TSV","FASTA",""
"Homo sapiens","","Human (HG01106.alt.pat.f1_v2)","Primates","9606","HG01106.alt.pat.f1_v2","GCA_018471075.1","2927007346","Ensembl","Projection from GRCh38","FASTA/GTF/GFF3/TSV","FASTA",""
"Homo sapiens","","Human (HG02630.pri.mat.f1_v2)","Primates","9606","HG02630.pri.mat.f1_v2","GCA_018469955.1","3041860872","Ensembl","Projection from GRCh38","FASTA/GTF/GFF3/TSV","FASTA",""
"Homo sapiens","","Human (HG02717.alt.pat.f1_v2)","Primates","9606","HG02717.alt.pat.f1_v2","GCA_018470425.1","2946102667","Ensembl","Projection from GRCh38","FASTA/GTF/GFF3/TSV","FASTA",""
"Homo sapiens","","Human (HG002.pat.cur.20211005)","Primates","9606","HG002.pat.cur.20211005","GCA_021950905.1","2959277077","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA",""
"Homo sapiens","","Human (HG01071.pri.mat.f1_v2 )","Primates","9606","HG01071.pri.mat.f1_v2","GCA_018472685.1","3012710110","Ensembl","Projection from GRCh38","FASTA/GTF/GFF3/TSV","FASTA",""
"Homo sapiens","","Human (NA20129.pri.mat.f1_v2)","Primates","9606","NA20129.pri.mat.f1_v2","GCA_018504635.1","3045032577","Ensembl","Projection from GRCh38","FASTA/GTF/GFF3/TSV","FASTA",""
"Homo sapiens","","Human (HG02148.alt.pat.f1_v2)","Primates","9606","HG02148.alt.pat.f1_v2","GCA_018471525.1","3026089995","Ensembl","Projection from GRCh38","FASTA/GTF/GFF3/TSV","FASTA",""
"Homo sapiens","","Human (HG01928.pri.mat.f1_v2)","Primates","9606","HG01928.pri.mat.f1_v2","GCA_018472695.1","3025944486","Ensembl","Projection from GRCh38","FASTA/GTF/GFF3/TSV","FASTA",""
"Homo sapiens","","Human (HG02559.pri.mat.f1_v2)","Primates","9606","HG02559.pri.mat.f1_v2","GCA_018466985.1","3040515213","Ensembl","Projection from GRCh38","FASTA/GTF/GFF3/TSV","FASTA",""
"Homo sapiens","","Human (HG01978.pri.mat.f1_v2)","Primates","9606","HG01978.pri.mat.f1_v2","GCA_018472865.1","3051852830","Ensembl","Projection from GRCh38","FASTA/GTF/GFF3/TSV","FASTA",""
"Homo sapiens","","Human (HG00735.alt.pat.f1_v2)","Primates","9606","HG00735.alt.pat.f1_v2","GCA_018472715.1","3033541617","Ensembl","Projection from GRCh38","FASTA/GTF/GFF3/TSV","FASTA",""
"Homo sapiens","","Human (HG01978.alt.pat.f1_v2)","Primates","9606","HG01978.alt.pat.f1_v2","GCA_018472845.1","3055071491","Ensembl","Projection from GRCh38","FASTA/GTF/GFF3/TSV","FASTA",""
"Homo sapiens","","Human (HG03453.alt.pat.f1_v2)","Primates","9606","HG03453.alt.pat.f1_v2","GCA_018473305.1","3050441176","Ensembl","Projection from GRCh38","FASTA/GTF/GFF3/TSV","FASTA",""
"Hyalella azteca","","Amphipod (HAZT.00-mixed)","Arthropods","294128","Hazt_2.0","GCA_000764305.2","550885727","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Hyalomma asiaticum","","Ticks (Hyas-2018)","Arthropods","266040","ASM1333968v1","GCA_013339685.1","1713631380","TIGMIC Group, Beijing Institute of Microbiology and Epidemiology","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Hydra vulgaris","","Swiftwater hydra (105)","Metazoa","6087","Hydra_105_v3","GCA_022113875.1","819402624","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Hydra vulgaris","","Swiftwater hydra (105)","Metazoa","6087","Hydra_RP_1.0","GCA_000004095.1","852170992","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Hydraecia micacea","","Rosy rustic","Lepidoptera","214171","ilHydMica1.1","GCA_914767645.1","562425167","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Hydraecia micacea","","Rosy rustic (alternate haplotype)","Lepidoptera","214171","ilHydMica1.1_alternate_haplotype","GCA_914767565.1","503427563","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Hydriomena furcata","","July highflyer (alternate haplotype)","Lepidoptera","104460","ilHydFurc1.1_alternate_haplotype","GCA_912999755.1","421170847","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Hydriomena furcata","","July highflyer","Lepidoptera","104460","ilHydFurc1.1","GCA_912999785.1","423302054","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Hydropsyche tenuis","","Caddisflies","Arthropods","577407","HT1_wtdbg2_racon_pilon","GCA_009617725.1","229663394","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Hylaea fasciaria","","Moths (alternate haplotype)","Lepidoptera","722673","ilHylFasc1.1_alternate_haplotype","GCA_905147295.1","256092023","Ensembl","Braker","FASTA/GTF/GFF3/TSV","FASTA",""
"Hylaea fasciaria","","Moths","Lepidoptera","722673","ilHylFasc1.1","GCA_905147375.1","327919484","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Hyles euphorbiae","","Spurge hawk-moth","Lepidoptera","283855","ilHylEuph1_pri","GCA_023078785.1","504308118","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Hyles euphorbiae","","Spurge hawk-moth","Lepidoptera","283855","ilHylEuph1_pri","GCA_023078785.2","504308118","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Hyles vespertilio","","Moths","Lepidoptera","283848","ASM998288v1","GCA_009982885.1","651398004","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Hylobates moloch","","Silvery gibbon","Primates","81572","HMol_V2","GCA_009828535.2","2848329432","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Hylobates moloch","","Silvery gibbon","Primates","81572","HMol_V3","GCA_009828535.3","2848323459","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Hylobates pileatus","","Pileated gibbon","Primates","9589","ASM2149846v1","GCA_021498465.1","2851401333","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Hypena proboscidalis","","Moths (alternate haplotype)","Lepidoptera","753189","ilHypProb1.1_alternate_haplotype","GCA_905147305.1","598700299","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Hypena proboscidalis","","Moths","Lepidoptera","753189","ilHypProb1.1","GCA_905147285.1","636770889","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Hypsibius exemplaris","","Water bear tardigrade (Z151)","Metazoa","2072580","nHd_3.1","GCA_002082055.1","104154999","Institute for Advanced Biosciences, Keio University","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Hypsopygia costalis","","Moths","Lepidoptera","1101110","ilHypCost1.1","GCA_937001555.1","816855177","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Hypsopygia costalis","","Moths (alternate haplotype)","Lepidoptera","1101110","ilHypCost1.1_alternate_haplotype","GCA_937001695.1","799272363","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Ichneumon xanthorius","","Wasps, ants, and bees","Hymenoptera","2795680","iyIchXant1.1","GCA_917499995.1","314972371","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Ichneumon xanthorius","","Wasps, ants, and bees (alternate haplotype)","Hymenoptera","2795680","iyIchXant1.1_alternate_haplotype","GCA_917498535.1","275391298","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Idaea aversata","","Riband wave","Lepidoptera","104447","ilIdaAver1.1","GCA_907269075.1","436713420","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Idaea aversata","","Riband wave (alternate haplotype)","Lepidoptera","104447","ilIdaAver1.1_alternate_haplotype","GCA_907269045.1","433907406","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Inachis io","","European peacock","Lepidoptera","171585","ilAglIoxx1.1","GCA_905147045.1","384156914","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Inachis io","","European peacock (alternate haplotype)","Lepidoptera","171585","ilAglIoxx1.1_alternate_haplotype","GCA_905147125.1","381505224","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Iphiclides podalirius","","Scarce swallowtail","Lepidoptera","110791","IP_504.v2_0","GCA_933534255.1","430729501","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Ixodes persulcatus","","Taiga tick (Iper-2018)","Arthropods","34615","BIME_Iper_1.3","GCA_013358835.1","1901640799","TIGMIC Group, Beijing Institute of Microbiology and Epidemiology","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Ixodes scapularis","","Black-legged tick (PalLabHiFi)","Arthropods","6945","ASM1692078v2","GCA_016920785.2","2226883318","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Jaculus jaculus","","Lesser Egyptian jerboa","Rodents","51337","mJacJac1.mat.Y.cur","GCA_020740685.1","2863865261","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Labeo catla","","Catla","Fish","72446","CIFA_Catla_1.0","GCA_012976165.1","1019782285","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Lacerta agilis","","Lizards","Reptiles","80427","rLacAgi1.pri","GCA_009819535.1","1391404169","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Lagenorhynchus obliquidens","","Pacific white-sided dolphin","Mammals","90247","ASM367639v1","GCA_003676395.1","2334467171","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Laothoe populi","","Moths (alternate haplotype)","Lepidoptera","522836","ilLaoPopu1.1_alternate_haplotype","GCA_905220495.1","532491273","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Laothoe populi","","Moths","Lepidoptera","522836","ilLaoPopu1.1","GCA_905220505.1","576387381","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Lasioglossum lativentre","","Bees","Hymenoptera","88531","iyLasLatv2.1","GCA_916610255.1","478935738","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Lasioglossum morio","","Bees (alternate haplotype)","Hymenoptera","88514","iyLasMori1.1_alternate_haplotype","GCA_916610115.1","505639423","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Lasioglossum morio","","Bees","Hymenoptera","88514","iyLasMori1.2","GCA_916610235.2","547197555","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Lasioglossum pauxillum","","Bees (alternate haplotype)","Hymenoptera","88516","iyLasPaux1.1_alternate_haplotype","GCA_933228795.1","416760902","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Lasioglossum pauxillum","","Bees","Hymenoptera","88516","iyLasPaux1.1","GCA_933228785.1","431986706","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Lasiommata megera","","Wall brown","Lepidoptera","111917","ilLasMege1.1","GCA_928268935.1","488442692","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Lasiommata megera","","Wall brown (alternate haplotype)","Lepidoptera","111917","ilLasMege1.1_alternate_haplotype","GCA_928267235.1","446015746","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Laspeyria flexula","","Moths (alternate haplotype)","Lepidoptera","938238","ilLasFlex1.1_alternate_haplotype","GCA_905147035.1","442945434","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Laspeyria flexula","","Moths","Lepidoptera","938238","ilLasFlex1.1","GCA_905147015.1","450881683","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Leguminivora glycinivorella","","Soybean pod borer (SPB_JAAS2020)","Lepidoptera","1035111","LegGlyc_1.1","GCA_023078275.1","657423512","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Leguminivora glycinivorella","","Moths","Lepidoptera","1035111","LegGlyc_1.1","GCA_023078275.1","657423512","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Leistus spinibarbis","","Beetles","Coleoptera","878056","icLeiSpin1.1","GCA_933228885.1","235115808","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Leistus spinibarbis","","Beetles (alternate haplotype)","Coleoptera","878056","icLeiSpin1.1_alternate_haplotype","GCA_933228875.1","203762999","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Lemur catta","","Ring-tailed lemur","Primates","9447","LemCat_v1_BIUU","GCA_004024665.1","2298449872","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Lepeophtheirus salmonis","","Salmon louse (Lsal2020)","Arthropods","72036","UVic_Lsal_1.0","GCA_016086655.3","647191672","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Leptidea sinapis","","Butterflies (alternate haplotype)","Lepidoptera","189913","ilLepSina1.1_alternate_haplotype","GCA_905404105.1","674498414","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Leptidea sinapis","","Butterflies","Lepidoptera","189913","ilLepSina1.1","GCA_905404315.1","685583065","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Leptinotarsa decemlineata","","Colorado potato beetle (Imidocloprid resistant)","Coleoptera","7539","Ldec_2.0","GCA_000500325.2","641992784","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Leptobrachium leishanense","","Leishan spiny toad","Amphibians","445787","ASM966780v1","GCA_009667805.1","3549060464","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Leucozona laternaria","","Flies","Diptera","323312","idLeuLate1.1","GCA_932273885.1","613542547","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Leucozona laternaria","","Flies (alternate haplotype)","Diptera","323312","idLeuLate1.1_alternate_haplotype","GCA_932273905.1","603821037","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Limenitis camilla","","Butterflies","Lepidoptera","270466","ilLimCami1.1","GCA_905147385.1","435097539","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Limenitis camilla","","Butterflies (alternate haplotype)","Lepidoptera","270466","ilLimCami1.1_alternate_haplotype","GCA_905147315.1","396065961","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Limnephilus lunatus","","Caddisflies","Arthropods","1218281","iiLimLuna2.2","GCA_917563855.2","1269636097","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Limnephilus marmoratus","","Caddisflies","Arthropods","1271730","iiLimMarm1.1","GCA_917880885.1","1629956307","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Limnephilus rhombicus","","Caddisflies","Arthropods","692089","iiLimRhom1.2","GCA_929108145.2","1578786179","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Limnoperna fortunei","","Bivalves","Metazoa","356393","xbLimFort5.1","GCA_944474755.1","1335559959","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Limnoperna fortunei","","Bivalves (alternate haplotype)","Metazoa","356393","xbLimFort5.1_alternate_haplotype","GCA_944589985.1","1391583978","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Limulus polyphemus","","Atlantic horseshoe crab","Arthropods","6850","Limulus_polyphemus_2.1.2","GCA_000517525.1","1828271751","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Linepithema humile","","Argentine ant","Hymenoptera","83485","Lhum_UMD_V04","GCA_000217595.1","219500750","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Lineus longissimus","","Ribbon worms (alternate haplotype)","Metazoa","88925","tnLinLong1.2_alternate_haplotype","GCA_910592375.2","384922748","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Lineus longissimus","","Ribbon worms","Metazoa","88925","tnLinLong1.2","GCA_910592395.2","391165532","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Lingula anatina","","Lamp shell (Brachiopod) (Amm_Jpn)","Metazoa","7574","LinAna2.0","GCA_001039355.2","406308128","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Lobophora halterata","","Moths","Lepidoptera","934876","ilLobHalt1.1","GCA_932526365.1","314860569","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Lobophora halterata","","Moths (alternate haplotype)","Lepidoptera","934876","ilLobHalt1.1_alternate_haplotype","GCA_932525835.1","299234960","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Lucilia cuprina","","Australian sheep blowfly (Lc7/37)","Diptera","7375","ASM2204524v1","GCA_022045245.1","409159265","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Luperina testacea","","Moths","Lepidoptera","988174","ilLupTest1.1","GCA_927399505.1","601497093","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Luperina testacea","","Moths (alternate haplotype)","Lepidoptera","988174","ilLupTest1.1_alternate_haplotype","GCA_927399495.1","593701007","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Lycaena phlaeas","","Common copper (alternate haplotype)","Lepidoptera","282391","ilLycPhla1.1_alternate_haplotype","GCA_905333065.1","403619318","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Lycaena phlaeas","","Common copper","Lepidoptera","282391","ilLycPhla1.1","GCA_905333005.1","420468287","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Lycaena phlaeas","","Common copper","Lepidoptera","282391","ilLycPhla1.1","GCA_905333005.2","420468287","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Lymantria monacha","","Black-arched tussock moth (alternate haplotype)","Lepidoptera","78897","ilLymMona1.1_alternate_haplotype","GCA_905163525.1","895530976","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Lymantria monacha","","Black-arched tussock moth","Lepidoptera","78897","ilLymMona1.2","GCA_905163515.2","915653161","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Lynx canadensis","","Canada lynx","Mammals","61383","mLynCan4_v1.p","GCA_007474595.1","2408883772","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Lysandra bellargus","","Adonis blue","Lepidoptera","138070","ilLysBell1.1","GCA_905333045.1","528918181","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Lysandra bellargus","","Adonis blue (alternate haplotype)","Lepidoptera","138070","ilLysBell1.1_alternate_haplotype","GCA_905332955.1","497064181","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Lysandra coridon","","Butterflies","Lepidoptera","268709","ilLysCori1.1","GCA_905220515.1","540719330","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Lysandra coridon","","Butterflies (alternate haplotype)","Lepidoptera","268709","ilLysCori1.1_alternate_haplotype","GCA_905220525.1","524608667","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Lytechinus variegatus","","Green sea urchin (NC3)","Metazoa","7654","Lvar_3.0","GCA_018143015.1","869598128","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Macaca fascicularis","","Crab-eating macaque","Primates","9541","Macaca_fascicularis_6.0","GCA_011100615.1","2906138557","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Macaca fascicularis","","Crab-eating macaque","Primates","9541","mfascicularis_v7_phased","GCA_903645265.1","2552369852","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Macaca fascicularis","","Crab-eating macaque","Primates","9541","mfascicularis_v7_phased1","GCA_903645275.1","2507202731","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Macaca thibetana thibetana","","Pere David's macaque","Primates","257877","ASM2454274v1","GCA_024542745.1","2822383045","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Macaria notata","","Moths (alternate haplotype)","Lepidoptera","688445","ilMacNota1.1_alternate_haplotype","GCA_927399385.1","364983189","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Macaria notata","","Moths","Lepidoptera","688445","ilMacNota1.1","GCA_927399415.1","393772068","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Machimus atricapillus","","Flies","Diptera","2794001","idMacAtri3.1","GCA_933228815.1","268627744","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Machimus atricapillus","","Flies (alternate haplotype)","Diptera","2794001","idMacAtri3.1_alternate_haplotype","GCA_933228755.1","213567461","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Macropis europaea","","Bees","Hymenoptera","253715","iyMacEuro1.1","GCA_916610135.1","541821749","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Malachius bipustulatus","","Malachite beetle (alternate haplotype)","Coleoptera","295700","icMalBipu1.1_alternate_haplotype","GCA_910589365.1","542319742","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Malachius bipustulatus","","Malachite beetle","Coleoptera","295700","icMalBipu1.1","GCA_910589415.1","544240569","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Malurus cyaneus samueli","","Superb fairywren","Birds","2593467","mCya_1.0","GCA_009741485.1","1078874851","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Mamestra brassicae","","Cabbage moth","Lepidoptera","55057","ilMamBras1.1","GCA_905163435.1","576168760","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Manduca sexta","","Tobacco hornworm","Lepidoptera","7130","JHU_Msex_v1.0","GCA_014839805.1","470021481","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Manduca sexta","","Tobacco hornworm (Smith_Timp_Sample1)","Lepidoptera","7130","JHU_Msex_v1.0","GCA_014839805.1","470036997","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Maniola hyperantus","","Ringlet","Lepidoptera","2795564","iAphHyp1.2","GCA_902806685.2","408137179","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Maniola jurtina","","Meadow brown (alternate haplotype)","Lepidoptera","191418","ilManJurt1.1_alternate_haplotype","GCA_905333105.1","374714435","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Maniola jurtina","","Meadow brown","Lepidoptera","191418","ilManJurt1.1","GCA_905333055.1","402038846","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Manis javanica","","Malayan pangolin","Mammals","9974","ManJav1.0","GCA_001685135.1","2547395906","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Marasmarcha lunaedactyla","","Moths (alternate haplotype)","Lepidoptera","1594453","ilMarLuna1.1_alternate_haplotype","GCA_923062595.1","573404466","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Marasmarcha lunaedactyla","","Moths","Lepidoptera","1594453","ilMarLuna1.1","GCA_923062675.1","771083478","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Marasmia exigua","","Moths","Lepidoptera","1555629","ASM1905959v1","GCA_019059595.1","797606974","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Marmota flaviventris","","Yellow-bellied marmot","Rodents","93162","GSC_YBM_2.0","GCA_003676075.2","2581339348","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Marmota himalayana","","Himalayan marmot","Rodents","93163","ASM528016v1","GCA_005280165.1","2471704417","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Marmota monax","","Woodchuck","Rodents","9995","MONAX5","GCA_901343595.1","2626060708","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Martes zibellina","","Sable","Mammals","36722","ASM1258336v1","GCA_012583365.1","2420676913","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Mastacembelus armatus","","Zig-zag eel","Fish","205130","fMasArm1.2","GCA_900324485.2","591951587","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Mastacembelus armatus","","Zig-zag eel","Fish","205130","fMasArm1.1","GCA_900324485.1","593065986","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Megachile rotundata","","Alfalfa leafcutting bee","Hymenoptera","143995","MROT_1.0","GCA_000220905.1","272660569","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Megaderma lyra","","Indian false vampire","Mammals","9413","MegLyr_v1_BIUU","GCA_004026885.1","2620948449","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Megalops cyprinoides","","Indo-Pacific tarpon","Fish","118141","fMegCyp1.pri","GCA_013368585.1","959241634","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Meganola albula","","Moths","Lepidoptera","987977","ilMegAlbu1.1","GCA_936450015.1","405246355","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Meganola albula","","Moths (alternate haplotype)","Lepidoptera","987977","ilMegAlbu1.1_alternate_haplotype","GCA_936440415.1","360425271","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Melanargia galathea","","Marbled white","Lepidoptera","111923","ilMelGala2.1","GCA_920104075.1","606360635","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Melanargia galathea","","Marbled white (alternate haplotype)","Lepidoptera","111923","ilMelGala2.1_alternate_haplotype","GCA_920103875.1","581506946","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
