species,analysis_node,filtered_total_count,filtered_microRNA_score,filtered_no_hits,unfiltered_total_count,unfiltered_microRNA_score,filtered_out_families
Andrenaminutula,Endopterygota,32,50.0,"Mir-1000, Mir-1175, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-276, Mir-277, Mir-278, Mir-3049, Mir-306, Mir-31, Mir-317, Mir-34, Mir-36, Mir-750, Mir-970, Mir-971",44,68.75,"Iab-4, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3, Mir-316, Mir-71, Mir-929, Mir-932, Mir-965, Mir-989"
Andrenaminutula,Endopterygota,45,70.31,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970",59,92.19,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-989"
Anneissiajaponica,Echinodermata,26,66.67,"Mir-190, Mir-281, Mir-315",36,92.31,"Mir-103, Mir-2006, Mir-2007, Mir-2008, Mir-2009, Mir-2011, Mir-2012, Mir-22, Mir-242, Mir-76"
Anoliscarolinensis,Lepidosauria,94,79.66,"Mir-1416, Mir-144, Mir-184, Mir-2001, Mir-2184, Mir-22, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-459, Mir-599, Mir-722, Mir-7463, Mir-76, Mir-96",101,85.59,"Mir-132, Mir-4057, Mir-451, Mir-4541, Mir-71, Mir-7147, Mir-725"
Anophelesaquasalis,Diptera,45,67.16,"Mir-153, Mir-1993, Mir-2001, Mir-22, Mir-242, Mir-3049, Mir-36, Mir-750",59,88.06,"Bantam, Mir-14, Mir-216, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-989, Mir-999"
Anophelesatroparvus,Diptera,43,64.18,"Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-3049, Mir-36, Mir-750",60,89.55,"Bantam, Mir-14, Mir-216, Mir-22, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-317, Mir-87, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-989, Mir-999"
Anophelesbellator,Diptera,43,64.18,"Mir-153, Mir-1993, Mir-2001, Mir-22, Mir-242, Mir-277, Mir-3049, Mir-33, Mir-36, Mir-750",57,85.07,"Bantam, Mir-14, Mir-216, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-989, Mir-999"
Anophelescoustani,Diptera,44,65.67,"Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-3049, Mir-36, Mir-750",60,89.55,"Bantam, Mir-14, Mir-216, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-317, Mir-76, Mir-932, Mir-957, Mir-971, Mir-989, Mir-999"
Anophelescruzii,Diptera,45,67.16,"Mir-153, Mir-1993, Mir-2001, Mir-22, Mir-242, Mir-3049, Mir-36, Mir-750",59,88.06,"Bantam, Mir-14, Mir-216, Mir-275, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-33, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Anophelesdarlingi,Diptera,45,67.16,"Mir-153, Mir-22, Mir-242, Mir-3049, Mir-36, Mir-750",61,91.04,"Bantam, Mir-14, Mir-2001, Mir-216, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-76, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-989, Mir-999"
Anophelesgambiae,Diptera,43,64.18,"Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-3049, Mir-36, Mir-750",60,89.55,"Bantam, Mir-14, Mir-216, Mir-22, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-317, Mir-76, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-989, Mir-999"
Anophelesmaculipalpis,Diptera,43,64.18,"Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-3049, Mir-36, Mir-750",60,89.55,"Bantam, Mir-14, Mir-216, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-317, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-989, Mir-999"
Anophelesmarshallii,Diptera,44,65.67,"Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-3049, Mir-36, Mir-750",60,89.55,"Bantam, Mir-14, Mir-216, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-317, Mir-932, Mir-957, Mir-970, Mir-971, Mir-989, Mir-999"
Anophelesnili,Diptera,41,61.19,"Mir-153, Mir-1993, Mir-2001, Mir-210, Mir-22, Mir-242, Mir-3049, Mir-36, Mir-750, Mir-87",57,85.07,"Bantam, Mir-14, Mir-216, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-317, Mir-76, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-989, Mir-999"
Anophelesziemanni,Diptera,44,65.67,"Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-3049, Mir-36, Mir-750",60,89.55,"Bantam, Mir-14, Mir-216, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-317, Mir-76, Mir-932, Mir-957, Mir-971, Mir-989, Mir-999"
Anopliusnigerrimus,Endopterygota,42,65.62,"Mir-153, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-970",58,90.62,"Mir-1000, Mir-14, Mir-2001, Mir-275, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-67, Mir-927, Mir-929, Mir-932, Mir-965, Mir-971, Mir-989"
Anopliusnigerrimus,Endopterygota,42,65.62,"Mir-153, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-970",58,90.62,"Mir-1000, Mir-14, Mir-2001, Mir-275, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-67, Mir-927, Mir-929, Mir-932, Mir-965, Mir-971, Mir-989"
Ansercygnoidesdomesticus,Neognathae,90,70.31,"Mir-129, Mir-132, Mir-139, Mir-144, Mir-150, Mir-1781, Mir-1788, Mir-191, Mir-2001, Mir-203, Mir-208, Mir-210, Mir-2184, Mir-219, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-451, Mir-4541, Mir-599, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76",96,75.0,"Mir-1467, Mir-1720, Mir-1729, Mir-2131, Mir-24, Mir-875"
Anthochariscardamines,Lepidoptera,47,70.15,"Mir-12, Mir-1993, Mir-3049, Mir-36, Mir-999",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-242, Mir-2765, Mir-315, Mir-375, Mir-929, Mir-932, Mir-957, Mir-970, Mir-988"
Anthochariscardamines,Lepidoptera,46,68.66,"Mir-12, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-2765, Mir-375, Mir-71, Mir-929, Mir-932, Mir-957, Mir-970, Mir-988"
Anthonomusgrandisgrandis,Endopterygota,45,70.31,"Mir-1993, Mir-2001, Mir-242, Mir-278, Mir-29, Mir-3049, Mir-36",57,89.06,"Mir-12, Mir-14, Mir-153, Mir-219, Mir-22, Mir-275, Mir-306, Mir-750, Mir-932, Mir-965, Mir-970, Mir-989"
Apameamonoglypha,Lepidoptera,46,68.66,"Mir-3049, Mir-315",65,97.01,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-2765, Mir-306, Mir-36, Mir-375, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999"
Apameamonoglypha,Lepidoptera,47,70.15,"Mir-12, Mir-3049, Mir-375",64,95.52,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-2765, Mir-306, Mir-315, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999"
Apeirasyringaria,Lepidoptera,49,73.13,"Mir-12, Mir-3049, Mir-36, Mir-988, Mir-999",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-275, Mir-2765, Mir-3, Mir-306, Mir-932, Mir-957, Mir-970"
Apeirasyringaria,Lepidoptera,45,67.16,"Mir-3049, Mir-31, Mir-36, Mir-957, Mir-999",62,92.54,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-275, Mir-2765, Mir-3, Mir-306, Mir-7, Mir-71, Mir-76, Mir-932, Mir-970, Mir-988"
Aphidiusgifuensis,Endopterygota,40,62.5,"Bantam, Mir-193, Mir-242, Mir-306, Mir-36, Mir-970, Mir-989",57,89.06,"Mir-1000, Mir-124, Mir-14, Mir-153, Mir-1993, Mir-2001, Mir-275, Mir-2765, Mir-282, Mir-3, Mir-3049, Mir-316, Mir-375, Mir-929, Mir-932, Mir-965, Mir-971"
Aphisgossypii,Neoptera,31,50.0,"Mir-12, Mir-133, Mir-1993, Mir-2001, Mir-210, Mir-216, Mir-22, Mir-242, Mir-2765, Mir-282, Mir-3, Mir-306, Mir-31, Mir-33, Mir-36, Mir-932",46,74.19,"Iab-4, Mir-1, Mir-14, Mir-153, Mir-193, Mir-275, Mir-277, Mir-2796, Mir-3049, Mir-316, Mir-317, Mir-76, Mir-929, Mir-965, Mir-971"
Apisdorsata,Endopterygota,46,71.88,"Mir-153, Mir-1993, Mir-242, Mir-970",60,93.75,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-36, Mir-929, Mir-932, Mir-965, Mir-989"
Apisflorea,Endopterygota,45,70.31,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970",59,92.19,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-971, Mir-989"
Aploceraefformata,Lepidoptera,38,56.72,"Mir-12, Mir-124, Mir-242, Mir-3049, Mir-315, Mir-957, Mir-971",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-3, Mir-306, Mir-36, Mir-375, Mir-71, Mir-8, Mir-87, Mir-92, Mir-929, Mir-932, Mir-970, Mir-988, Mir-999"
Aploceraefformata,Lepidoptera,44,65.67,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-957",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-3, Mir-306, Mir-36, Mir-375, Mir-929, Mir-932, Mir-970, Mir-988, Mir-999"
Aplysiacalifornica,Mollusca,36,69.23,"Mir-190, Mir-1984, Mir-1994, Mir-278, Mir-281, Mir-31, Mir-315, Mir-36, Mir-67, Mir-76",42,80.77,"Mir-1985, Mir-1986, Mir-1990, Mir-210, Mir-242, Mir-2722"
Aporiacrataegi,Lepidoptera,46,68.66,"Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",57,85.07,"Mir-1000, Mir-14, Mir-1993, Mir-22, Mir-2765, Mir-306, Mir-92, Mir-929, Mir-932, Mir-970, Mir-988"
Aporiacrataegi,Lepidoptera,46,68.66,"Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",57,85.07,"Mir-1000, Mir-14, Mir-1993, Mir-22, Mir-2765, Mir-306, Mir-92, Mir-929, Mir-932, Mir-970, Mir-988"
Aporiacrataegi,Lepidoptera,46,68.66,"Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",57,85.07,"Mir-1000, Mir-14, Mir-1993, Mir-22, Mir-2765, Mir-306, Mir-92, Mir-929, Mir-932, Mir-970, Mir-988"
Aporophylalueneburgensis,Lepidoptera,44,65.67,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-957, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-36, Mir-375, Mir-932, Mir-965, Mir-970, Mir-988"
Aporophylalueneburgensis,Lepidoptera,43,64.18,"Mir-12, Mir-242, Mir-278, Mir-3049, Mir-315, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-36, Mir-71, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988"
Apotomisbetuletana,Lepidoptera,50,74.63,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-957",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-2765, Mir-2796, Mir-306, Mir-36, Mir-932, Mir-970, Mir-999"
Apotomisbetuletana,Lepidoptera,51,76.12,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-999",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-2765, Mir-2796, Mir-306, Mir-932, Mir-957, Mir-970"
Apotomisturbidana,Lepidoptera,49,73.13,"Mir-219, Mir-242, Mir-3049, Mir-957, Mir-999",62,92.54,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-2765, Mir-2796, Mir-306, Mir-315, Mir-932, Mir-965, Mir-970"
Apotomisturbidana,Lepidoptera,50,74.63,"Mir-12, Mir-153, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-957",60,89.55,"Mir-1000, Mir-14, Mir-219, Mir-22, Mir-2765, Mir-2796, Mir-306, Mir-932, Mir-970, Mir-999"
Aptenodytespatagonicus,Neognathae,101,78.91,"Mir-132, Mir-144, Mir-150, Mir-191, Mir-2001, Mir-208, Mir-219, Mir-242, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-425, Mir-451, Mir-4541, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-726, Mir-76, Mir-96",105,82.03,"Mir-1467, Mir-2131, Mir-2184, Mir-727"
Aquilachrysaetoschrysaetos,Neognathae,107,83.59,"Mir-150, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-726, Mir-76",112,87.5,"Mir-1467, Mir-1720, Mir-1781, Mir-2984, Mir-727"
Archocentruscentrarchus,Clupeocephala,99,86.84,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-315, Mir-71, Mir-76",106,92.98,"Mir-147, Mir-281, Mir-32, Mir-4057, Mir-4541, Mir-729, Mir-875"
Ariciaagestis,Lepidoptera,48,71.64,"Mir-12, Mir-242, Mir-3049, Mir-375",63,94.03,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-275, Mir-2765, Mir-3, Mir-315, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Ariciaagestis,Lepidoptera,47,70.15,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-375, Mir-957",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-275, Mir-2765, Mir-3, Mir-36, Mir-932, Mir-970, Mir-988, Mir-999"
Ariciaagestis,Lepidoptera,47,70.15,"Mir-12, Mir-3049, Mir-315, Mir-375",63,94.03,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-3, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Ariciaartaxerxes,Lepidoptera,38,56.72,"Mir-12, Mir-1993, Mir-22, Mir-242, Mir-281, Mir-3049, Mir-315, Mir-317, Mir-34, Mir-375, Mir-750",56,83.58,"Mir-1000, Mir-1175, Mir-14, Mir-153, Mir-210, Mir-219, Mir-275, Mir-2765, Mir-277, Mir-36, Mir-71, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-988, Mir-999"
Ariciaartaxerxes,Lepidoptera,49,73.13,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Artibeusjamaicensis,Laurasiatheria,139,64.06,"Mir-1298, Mir-134, Mir-1397, Mir-1416, Mir-1805, Mir-1912, Mir-197, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-224, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-296, Mir-2970, Mir-315, Mir-3613, Mir-4057, Mir-448, Mir-450, Mir-452, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-489, Mir-491, Mir-542, Mir-653, Mir-675, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-9851",176,81.11,"Mir-1271, Mir-1301, Mir-1329, Mir-1343, Mir-1379, Mir-147, Mir-1662, Mir-1788, Mir-1842, Mir-1911, Mir-2355, Mir-2387, Mir-335, Mir-337, Mir-339, Mir-345, Mir-350, Mir-361, Mir-370, Mir-374, Mir-384, Mir-425, Mir-504, Mir-541, Mir-582, Mir-592, Mir-652, Mir-6529, Mir-671, Mir-6715, Mir-672, Mir-676, Mir-722, Mir-737, Mir-76, Mir-769, Mir-877"
Artibeusjamaicensis,Laurasiatheria,143,65.9,"Mir-1298, Mir-134, Mir-1397, Mir-1416, Mir-1805, Mir-1911, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-224, Mir-2387, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-296, Mir-2970, Mir-315, Mir-4057, Mir-448, Mir-452, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-489, Mir-491, Mir-653, Mir-675, Mir-71, Mir-7147, Mir-726, Mir-727, Mir-737, Mir-9851",180,82.95,"Mir-1301, Mir-1329, Mir-1343, Mir-1379, Mir-147, Mir-1662, Mir-1788, Mir-1842, Mir-1912, Mir-197, Mir-2355, Mir-335, Mir-337, Mir-339, Mir-345, Mir-350, Mir-361, Mir-3613, Mir-370, Mir-374, Mir-384, Mir-425, Mir-504, Mir-541, Mir-592, Mir-652, Mir-6529, Mir-671, Mir-6715, Mir-672, Mir-676, Mir-7180, Mir-722, Mir-725, Mir-76, Mir-769, Mir-877"
Arvicanthisniloticus,Muridae,175,74.15,"Mir-1296, Mir-1307, Mir-1343, Mir-1379, Mir-1397, Mir-1416, Mir-1662, Mir-1805, Mir-1842, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-2387, Mir-242, Mir-2483, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-456, Mir-458, Mir-460, Mir-6529, Mir-71, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76, Mir-885, Mir-9851",202,85.59,"Mir-1277, Mir-1301, Mir-1329, Mir-1388, Mir-1788, Mir-1911, Mir-1955, Mir-197, Mir-2355, Mir-3075, Mir-3112, Mir-350, Mir-351, Mir-3613, Mir-432, Mir-448, Mir-4541, Mir-590, Mir-628, Mir-667, Mir-672, Mir-700, Mir-7147, Mir-722, Mir-769, Mir-876, Mir-879"
Arvicolaamphibius,Glires,150,68.18,"Mir-1296, Mir-1307, Mir-1379, Mir-1388, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-2387, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-3613, Mir-4057, Mir-4541, Mir-458, Mir-459, Mir-460, Mir-599, Mir-6529, Mir-71, Mir-7147, Mir-7180, Mir-726, Mir-727, Mir-737, Mir-76, Mir-885, Mir-9851",182,82.73,"Mir-1271, Mir-1277, Mir-1298, Mir-1329, Mir-1343, Mir-145, Mir-186, Mir-1911, Mir-197, Mir-2355, Mir-242, Mir-339, Mir-345, Mir-346, Mir-384, Mir-423, Mir-432, Mir-456, Mir-486, Mir-489, Mir-541, Mir-542, Mir-574, Mir-628, Mir-672, Mir-676, Mir-722, Mir-725, Mir-769, Mir-770, Mir-876, Mir-877"
Arvicolaamphibius,Glires,150,68.18,"Mir-1296, Mir-1307, Mir-1379, Mir-1388, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-2387, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-3613, Mir-4057, Mir-4541, Mir-458, Mir-459, Mir-460, Mir-599, Mir-6529, Mir-71, Mir-7147, Mir-7180, Mir-726, Mir-727, Mir-737, Mir-76, Mir-885, Mir-9851",182,82.73,"Mir-1271, Mir-1277, Mir-1298, Mir-1329, Mir-1343, Mir-145, Mir-186, Mir-1911, Mir-197, Mir-2355, Mir-242, Mir-339, Mir-345, Mir-346, Mir-384, Mir-423, Mir-432, Mir-456, Mir-486, Mir-489, Mir-541, Mir-542, Mir-574, Mir-628, Mir-672, Mir-676, Mir-722, Mir-725, Mir-769, Mir-770, Mir-876, Mir-877"
Astatotilapiacalliptera,Clupeocephala,99,86.84,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-71, Mir-76",102,89.47,"Mir-147, Mir-729, Mir-875"
Astatotilapiacalliptera,Clupeocephala,99,86.84,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-71, Mir-76",102,89.47,"Mir-147, Mir-729, Mir-875"
Asteriasrubens,Eleutherozoa,27,62.79,"Mir-190, Mir-281, Mir-315",40,93.02,"Mir-103, Mir-2002, Mir-2004, Mir-2005, Mir-2007, Mir-2008, Mir-2009, Mir-2010, Mir-2011, Mir-2012, Mir-216, Mir-22, Mir-34"
Astyanaxmexicanus,Clupeocephala,90,78.95,"Mir-1329, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-729, Mir-76",102,89.47,"Mir-1306, Mir-147, Mir-191, Mir-2184, Mir-4541, Mir-551, Mir-71, Mir-7132, Mir-7133, Mir-728, Mir-734, Mir-875"
Astyanaxmexicanus,Clupeocephala,90,78.95,"Mir-1329, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-729, Mir-76, Mir-875",101,88.6,"Mir-1306, Mir-147, Mir-191, Mir-2184, Mir-4541, Mir-551, Mir-71, Mir-7132, Mir-7133, Mir-728, Mir-734"
Astyanaxmexicanus,Clupeocephala,90,78.95,"Mir-1329, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-729, Mir-76, Mir-875",101,88.6,"Mir-1306, Mir-147, Mir-191, Mir-2184, Mir-4541, Mir-551, Mir-71, Mir-7132, Mir-7133, Mir-728, Mir-734"
Astyanaxmexicanus,Clupeocephala,90,78.95,"Mir-1329, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-729, Mir-76",103,90.35,"Mir-1306, Mir-147, Mir-191, Mir-2184, Mir-4057, Mir-4541, Mir-551, Mir-71, Mir-7132, Mir-7133, Mir-728, Mir-734, Mir-875"
Atelesgeoffroyi,Euarchontoglires,173,79.0,"Mir-1388, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2188, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-350, Mir-4057, Mir-456, Mir-458, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",196,89.5,"Mir-1271, Mir-1329, Mir-1343, Mir-1379, Mir-1397, Mir-1416, Mir-1911, Mir-2184, Mir-2387, Mir-325, Mir-345, Mir-361, Mir-384, Mir-4541, Mir-460, Mir-590, Mir-653, Mir-672, Mir-722, Mir-737, Mir-770, Mir-935, Mir-9851"
Atethmiacentrago,Lepidoptera,46,68.66,"Mir-242, Mir-3049, Mir-315, Mir-34",63,94.03,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-219, Mir-2765, Mir-277, Mir-306, Mir-316, Mir-36, Mir-375, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Atethmiacentrago,Lepidoptera,49,73.13,"Mir-242, Mir-3049, Mir-315",64,95.52,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-219, Mir-2765, Mir-306, Mir-316, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Athaliarosae,Endopterygota,45,70.31,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970, Mir-989",58,90.62,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965"
Athaliarosae,Endopterygota,45,70.31,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-989",59,92.19,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-970"
Athaliarosae,Endopterygota,45,70.31,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-989",59,92.19,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-970"
Autographagamma,Lepidoptera,46,68.66,"Mir-12, Mir-14, Mir-153, Mir-219, Mir-3049, Mir-375, Mir-71, Mir-957, Mir-999",58,86.57,"Mir-1000, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-2765, Mir-306, Mir-315, Mir-36, Mir-932, Mir-970, Mir-988"
Autographagamma,Lepidoptera,47,70.15,"Mir-12, Mir-153, Mir-3049, Mir-315, Mir-375, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-2765, Mir-306, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988"
Autographapulchrina,Lepidoptera,47,70.15,"Mir-12, Mir-1993, Mir-3049, Mir-315, Mir-375, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-242, Mir-2765, Mir-306, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988"
Autographapulchrina,Lepidoptera,48,71.64,"Mir-12, Mir-153, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-375",60,89.55,"Mir-1000, Mir-14, Mir-1993, Mir-242, Mir-2765, Mir-306, Mir-71, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Bactroceradorsalis,Diptera,41,61.19,"Mir-1175, Mir-133, Mir-1993, Mir-242, Mir-2765, Mir-277, Mir-2796, Mir-3049, Mir-33, Mir-36, Mir-71, Mir-750, Mir-957, Mir-965, Mir-989",52,77.61,"Mir-124, Mir-153, Mir-193, Mir-2001, Mir-22, Mir-306, Mir-316, Mir-932, Mir-970, Mir-971, Mir-999"
